时间,成交价,手数,买卖盘性质
10:08:39,45.27,167,买盘
10:08:42,45.29,20,买盘
10:08:45,45.29,45,买盘
10:08:48,45.3,41,买盘
10:08:51,45.3,32,买盘
10:08:54,45.29,41,卖盘
10:08:57,45.29,83,买盘
10:09:00,45.27,79,卖盘
10:09:03,45.28,203,买盘
10:09:06,45.27,65,卖盘
10:09:09,45.28,38,买盘
10:09:12,45.31,42,买盘
10:09:15,45.28,14,卖盘
10:09:18,45.28,23,卖盘
10:09:21,45.31,32,买盘
10:09:24,45.3,27,卖盘
10:09:27,45.3,37,买盘
10:09:30,45.29,74,卖盘
10:09:33,45.29,97,卖盘
10:09:36,45.29,12,买盘
10:09:39,45.29,94,买盘
10:09:42,45.28,162,卖盘
10:09:45,45.29,39,买盘
10:09:48,45.3,20,买盘
10:09:51,45.29,62,卖盘
10:09:54,45.3,57,买盘
10:09:57,45.3,14,买盘
10:10:00,45.29,214,卖盘
10:10:03,45.29,125,买盘
10:10:06,45.29,47,买盘
10:10:09,45.28,30,卖盘
10:10:12,45.29,30,买盘
10:10:15,45.29,56,买盘
10:10:18,45.28,27,卖盘
10:10:21,45.28,20,买盘
10:10:24,45.28,41,卖盘
10:10:27,45.26,34,卖盘
10:10:30,45.27,21,买盘
10:10:33,45.27,30,买盘
10:10:36,45.27,62,买盘
10:10:39,45.28,32,买盘
10:10:42,45.3,21,买盘
10:10:45,45.32,16,买盘
10:10:48,45.33,15,买盘
10:10:51,45.29,61,卖盘
10:10:54,45.32,47,买盘
10:10:57,45.33,64,买盘
10:11:00,45.36,52,买盘
10:11:03,45.39,14,买盘
10:11:06,45.36,44,卖盘
10:11:09,45.33,21,卖盘
10:11:12,45.35,16,买盘
10:11:15,45.35,5,买盘
10:11:18,45.33,49,卖盘
10:11:21,45.32,62,卖盘
10:11:24,45.32,4,买盘
10:11:27,45.32,22,买盘
10:11:30,45.32,11,买盘
10:11:33,45.3,43,卖盘
10:11:36,45.29,10,卖盘
10:11:39,45.29,31,卖盘
10:11:42,45.3,40,买盘
10:11:45,45.3,27,卖盘
10:11:48,45.3,50,买盘
10:11:51,45.31,23,买盘
10:11:54,45.31,64,卖盘
10:11:57,45.3,78,卖盘
10:12:00,45.27,261,卖盘
10:12:03,45.27,28,买盘
10:12:06,45.26,14,卖盘
10:12:09,45.26,84,卖盘
10:12:12,45.28,80,买盘
10:12:15,45.28,3,买盘
10:12:18,45.26,12,卖盘
10:12:21,45.26,131,买盘
10:12:24,45.25,35,卖盘
10:12:27,45.25,19,卖盘
10:12:30,45.25,45,买盘
10:12:33,45.29,284,买盘
10:12:36,45.3,33,买盘
10:12:39,45.3,60,买盘
10:12:42,45.3,49,买盘
10:12:45,45.3,57,买盘
10:12:48,45.29,46,卖盘
10:12:51,45.28,48,卖盘
10:12:54,45.29,3,买盘
10:12:57,45.28,24,卖盘
10:13:00,45.27,15,卖盘
10:13:03,45.28,88,买盘
10:13:06,45.28,112,卖盘
10:13:09,45.28,46,卖盘
10:13:12,45.28,21,买盘
10:13:15,45.28,11,买盘
10:13:18,45.27,33,卖盘
10:13:21,45.29,220,买盘
10:13:24,45.28,256,卖盘
10:13:27,45.3,15,买盘
10:13:30,45.3,59,买盘
10:13:33,45.34,9,买盘
10:13:36,45.35,56,买盘
10:13:39,45.35,3,买盘
10:13:42,45.35,35,买盘
10:13:45,45.35,92,买盘
10:13:48,45.35,30,卖盘
10:13:51,45.36,16,卖盘
10:13:54,45.36,20,卖盘
10:13:57,45.36,39,卖盘
10:14:00,45.36,6,买盘
10:14:03,45.36,14,买盘
10:14:06,45.36,22,买盘
10:14:09,45.36,130,买盘
10:14:12,45.38,40,买盘
10:14:15,45.39,7,买盘
10:14:18,45.38,29,卖盘
10:14:21,45.38,14,买盘
10:14:24,45.37,19,卖盘
10:14:27,45.38,77,买盘
10:14:30,45.38,359,买盘
10:14:33,45.37,50,卖盘
10:14:36,45.39,507,买盘
10:14:39,45.4,72,买盘
10:14:42,45.43,28,买盘
10:14:45,45.43,131,买盘
10:14:48,45.44,25,买盘
10:14:51,45.48,86,买盘
10:14:54,45.48,26,买盘
10:14:57,45.44,53,卖盘
10:15:00,45.47,37,买盘
10:15:03,45.48,30,买盘
10:15:06,45.48,83,买盘
10:15:09,45.5,130,买盘
10:15:12,45.51,18,买盘
10:15:15,45.51,11,买盘
10:15:18,45.47,133,卖盘
10:15:21,45.45,26,卖盘
10:15:24,45.47,160,买盘
10:15:27,45.47,89,卖盘
10:15:30,45.47,129,买盘
10:15:33,45.48,32,买盘
10:15:36,45.5,32,买盘
10:15:39,45.51,22,买盘
10:15:42,45.5,30,卖盘
10:15:45,45.53,22,买盘
10:15:48,45.53,22,买盘
10:15:51,45.52,9,卖盘
10:15:54,45.51,18,卖盘
10:15:57,45.51,109,卖盘
10:16:00,45.51,14,买盘
10:16:03,45.51,26,买盘
10:16:06,45.51,34,买盘
10:16:09,45.51,98,买盘
10:16:12,45.51,88,卖盘
10:16:15,45.49,71,卖盘
10:16:18,45.5,36,买盘
10:16:21,45.51,5,买盘
10:16:24,45.51,28,买盘
10:16:27,45.51,28,买盘
10:16:30,45.52,149,买盘
10:16:33,45.52,17,买盘
10:16:36,45.52,81,卖盘
10:16:39,45.54,62,买盘
10:16:42,45.54,88,买盘
10:16:45,45.55,82,买盘
10:16:48,45.54,19,卖盘
10:16:51,45.55,47,买盘
10:16:54,45.56,87,买盘
10:16:57,45.55,37,卖盘
10:17:00,45.54,34,卖盘
10:17:03,45.55,43,买盘
10:17:06,45.54,24,卖盘
10:17:09,45.53,2,卖盘
10:17:12,45.54,37,买盘
10:17:15,45.53,25,卖盘
10:17:18,45.53,12,买盘
10:17:21,45.53,35,买盘
10:17:24,45.52,65,卖盘
10:17:27,45.52,54,买盘
10:17:30,45.48,511,卖盘
10:17:33,45.48,21,买盘
10:17:36,45.48,25,买盘
10:17:39,45.48,8,买盘
10:17:42,45.47,12,卖盘
10:17:45,45.47,8,买盘
10:17:48,45.46,9,卖盘
10:17:51,45.46,18,买盘
10:17:57,45.45,49,卖盘
10:18:00,45.45,22,买盘
10:18:03,45.44,16,卖盘
10:18:06,45.44,21,卖盘
10:18:09,45.44,90,买盘
10:18:12,45.43,38,卖盘
10:18:15,45.43,16,买盘
10:18:18,45.43,60,买盘
10:18:21,45.42,25,卖盘
10:18:24,45.43,24,卖盘
10:18:27,45.44,46,买盘
10:18:30,45.43,114,卖盘
10:18:33,45.42,47,卖盘
10:18:36,45.42,44,卖盘
10:18:39,45.42,22,买盘
10:18:42,45.41,47,卖盘
10:18:45,45.4,6,卖盘
10:18:48,45.38,190,卖盘
10:18:51,45.39,29,买盘
10:18:54,45.37,111,卖盘
10:18:57,45.36,57,卖盘
10:19:00,45.38,10,买盘
10:19:03,45.39,12,买盘
10:19:06,45.38,102,卖盘
10:19:12,45.37,17,卖盘
10:19:15,45.38,27,买盘
10:19:18,45.38,2,卖盘
10:19:21,45.39,136,买盘
10:19:24,45.38,97,卖盘
10:19:27,45.38,2,买盘
10:19:30,45.38,61,买盘
10:19:33,45.37,97,卖盘
10:19:36,45.36,113,卖盘
10:19:39,45.37,184,买盘
10:19:42,45.36,77,卖盘
10:19:45,45.36,193,卖盘
10:19:48,45.35,50,卖盘
10:19:51,45.36,25,买盘
10:19:54,45.36,17,买盘
10:19:57,45.35,5,卖盘
10:20:00,45.35,83,卖盘
10:20:03,45.36,189,买盘
10:20:06,45.35,323,卖盘
10:20:09,45.37,59,买盘
10:20:12,45.43,410,买盘
10:20:15,45.45,34,买盘
10:20:18,45.45,25,买盘
10:20:21,45.45,101,买盘
10:20:24,45.44,84,卖盘
10:20:27,45.45,11,买盘
10:20:33,45.48,15,买盘
10:20:36,45.46,155,卖盘
10:20:39,45.48,18,买盘
10:20:42,45.46,14,卖盘
10:20:45,45.46,12,买盘
10:20:48,45.46,6,买盘
10:20:51,45.46,3,买盘
10:20:54,45.44,7,卖盘
10:20:57,45.46,28,买盘
10:21:00,45.43,19,卖盘
10:21:03,45.4,17,卖盘
10:21:06,45.4,14,卖盘
10:21:12,45.4,6,买盘
10:21:15,45.4,14,买盘
10:21:18,45.39,35,卖盘
10:21:21,45.39,18,卖盘
10:21:24,45.38,7,卖盘
10:21:27,45.41,80,买盘
10:21:30,45.42,41,买盘
10:21:33,45.42,28,买盘
10:21:36,45.42,8,卖盘
10:21:39,45.41,86,卖盘
10:21:42,45.44,32,买盘
10:21:45,45.44,4,买盘
10:21:48,45.45,5,买盘
10:21:51,45.48,3,买盘
10:21:54,45.49,20,买盘
10:21:57,45.49,7,买盘
10:22:00,45.49,16,买盘
10:22:03,45.47,12,卖盘
10:22:06,45.45,18,卖盘
10:22:09,45.45,6,买盘
10:22:12,45.44,7,卖盘
10:22:15,45.47,16,买盘
10:22:18,45.44,69,卖盘
10:22:21,45.45,90,卖盘
10:22:24,45.45,383,买盘
10:22:27,45.44,61,卖盘
10:22:30,45.44,16,买盘
10:22:33,45.44,30,买盘
10:22:36,45.48,358,买盘
10:22:39,45.44,95,卖盘
10:22:42,45.47,67,买盘
10:22:45,45.46,9,卖盘
10:22:48,45.47,5,买盘
10:22:51,45.46,5,卖盘
10:22:57,45.46,2,买盘
10:23:00,45.45,10,卖盘
10:23:03,45.45,13,卖盘
10:23:06,45.45,7,买盘
10:23:09,45.46,60,买盘
10:23:12,45.45,15,卖盘
10:23:15,45.45,29,卖盘
10:23:18,45.45,5,买盘
10:23:21,45.44,8,卖盘
10:23:24,45.45,31,买盘
10:23:27,45.42,49,卖盘
10:23:30,45.41,20,卖盘
10:23:33,45.43,194,买盘
10:23:36,45.46,82,买盘
10:23:39,45.47,181,买盘
10:23:42,45.45,137,卖盘
10:23:45,45.47,131,买盘
10:23:48,45.47,136,买盘
10:23:51,45.5,32,买盘
10:23:54,45.49,32,卖盘
10:23:57,45.5,33,买盘
10:24:00,45.48,16,卖盘
10:24:03,45.49,73,买盘
10:24:06,45.47,13,卖盘
10:24:12,45.47,15,卖盘
10:24:15,45.46,6,卖盘
10:24:18,45.43,69,卖盘
10:24:21,45.41,14,卖盘
10:24:24,45.41,21,卖盘
10:24:27,45.4,118,卖盘
10:24:30,45.4,40,买盘
10:24:33,45.42,109,买盘
10:24:36,45.42,30,卖盘
10:24:39,45.45,95,卖盘
10:24:42,45.43,17,卖盘
10:24:45,45.42,3,买盘
10:24:48,45.41,67,卖盘
10:24:51,45.45,13,买盘
10:24:54,45.43,7,卖盘
10:24:57,45.45,118,买盘
10:25:00,45.42,65,卖盘
10:25:03,45.46,19,买盘
10:25:06,45.42,95,卖盘
10:25:09,45.45,17,买盘
10:25:12,45.46,7,买盘
10:25:15,45.46,7,买盘
10:25:18,45.46,17,买盘
10:25:21,45.47,37,买盘
10:25:24,45.46,15,卖盘
10:25:27,45.5,344,买盘
10:25:30,45.48,58,卖盘
10:25:33,45.5,3,买盘
10:25:36,45.48,33,卖盘
10:25:39,45.49,22,买盘
10:25:42,45.49,1,买盘
10:25:45,45.49,16,买盘
10:25:48,45.48,33,卖盘
10:25:51,45.5,23,买盘
10:25:54,45.49,9,卖盘
10:25:57,45.48,44,卖盘
10:26:00,45.48,9,卖盘
10:26:06,45.49,17,买盘
10:26:09,45.48,6,卖盘
10:26:12,45.49,19,卖盘
10:26:15,45.48,23,卖盘
10:26:18,45.48,16,卖盘
10:26:24,45.48,14,买盘
10:26:27,45.46,51,卖盘
10:26:30,45.48,10,卖盘
10:26:33,45.47,16,卖盘
10:26:36,45.46,4,卖盘
10:26:39,45.48,7,买盘
10:26:42,45.46,1,卖盘
10:26:45,45.48,27,买盘
10:26:48,45.47,68,卖盘
10:26:51,45.48,23,买盘
10:26:54,45.48,22,买盘
10:26:57,45.49,57,买盘
10:27:00,45.49,31,买盘
10:27:03,45.49,19,买盘
10:27:06,45.49,11,买盘
10:27:09,45.49,40,买盘
10:27:12,45.48,9,卖盘
10:27:15,45.48,1,买盘
10:27:18,45.48,4,买盘
10:27:21,45.48,94,卖盘
10:27:24,45.49,44,买盘
10:27:27,45.49,4,买盘
10:27:30,45.48,4,卖盘
10:27:33,45.49,98,买盘
10:27:36,45.49,13,买盘
10:27:39,45.48,5,卖盘
10:27:42,45.48,19,卖盘
10:27:45,45.48,142,买盘
10:27:48,45.49,15,买盘
10:27:51,45.48,10,卖盘
10:27:54,45.48,13,卖盘
10:27:57,45.48,14,卖盘
10:28:00,45.47,12,卖盘
10:28:03,45.47,7,卖盘
10:28:06,45.48,20,买盘
10:28:09,45.47,16,卖盘
10:28:12,45.48,9,买盘
10:28:15,45.47,87,卖盘
10:28:18,45.44,51,卖盘
10:28:21,45.47,51,买盘
10:28:24,45.46,5,卖盘
10:28:27,45.47,29,买盘
10:28:30,45.46,123,卖盘
10:28:33,45.46,14,买盘
10:28:39,45.45,22,卖盘
10:28:42,45.45,64,卖盘
10:28:45,45.45,114,卖盘
10:28:48,45.44,46,卖盘
10:28:51,45.4,106,卖盘
10:28:54,45.45,33,买盘
10:28:57,45.43,25,卖盘
10:29:00,45.44,7,买盘
10:29:03,45.45,71,卖盘
10:29:06,45.47,44,买盘
10:29:09,45.46,57,卖盘
10:29:12,45.49,121,买盘
10:29:15,45.49,31,买盘
10:29:18,45.48,8,卖盘
10:29:21,45.48,13,买盘
10:29:24,45.48,57,买盘
10:29:27,45.49,25,买盘
10:29:30,45.49,134,买盘
10:29:33,45.49,56,卖盘
10:29:36,45.48,35,卖盘
10:29:39,45.48,23,买盘
10:29:42,45.48,15,买盘
10:29:45,45.47,109,卖盘
10:29:48,45.48,49,买盘
10:29:51,45.52,100,买盘
10:29:54,45.48,48,卖盘
10:29:57,45.48,12,卖盘
10:30:00,45.48,3,卖盘
10:30:03,45.47,14,卖盘
10:30:06,45.48,23,买盘
10:30:12,45.48,11,买盘
10:30:15,45.47,49,卖盘
10:30:18,45.47,38,买盘
10:30:21,45.47,64,买盘
10:30:24,45.47,33,买盘
10:30:27,45.47,26,买盘
10:30:30,45.47,40,买盘
10:30:33,45.48,83,买盘
10:30:36,45.51,85,买盘
10:30:39,45.54,158,买盘
10:30:42,45.55,21,买盘
10:30:45,45.56,26,买盘
10:30:48,45.57,10,买盘
10:30:51,45.56,31,卖盘
10:30:54,45.55,36,卖盘
10:30:57,45.59,52,买盘
10:31:00,45.6,291,买盘
10:31:03,45.65,52,买盘
10:31:06,45.62,35,卖盘
10:31:09,45.62,92,买盘
10:31:12,45.65,16,买盘
10:31:15,45.65,4,买盘
10:31:18,45.64,6,卖盘
10:31:21,45.63,38,卖盘
10:31:24,45.63,22,买盘
10:31:27,45.63,30,买盘
10:31:30,45.6,129,卖盘
10:31:33,45.63,132,买盘
10:31:36,45.65,41,买盘
10:31:39,45.64,24,买盘
10:31:42,45.64,59,卖盘
10:31:45,45.64,25,买盘
10:31:48,45.64,11,买盘
10:31:51,45.64,10,买盘
10:31:54,45.63,12,卖盘
10:31:57,45.63,27,买盘
10:32:00,45.64,50,买盘
10:32:03,45.64,13,买盘
10:32:06,45.63,38,卖盘
10:32:09,45.63,11,卖盘
10:32:12,45.63,29,卖盘
10:32:15,45.63,43,卖盘
10:32:18,45.61,71,卖盘
10:32:21,45.6,24,卖盘
10:32:24,45.61,4,买盘
10:32:27,45.61,22,买盘
10:32:30,45.62,76,买盘
10:32:33,45.61,21,卖盘
10:32:36,45.63,4,买盘
10:32:39,45.64,19,买盘
10:32:42,45.62,43,卖盘
10:32:45,45.64,66,买盘
10:32:48,45.64,51,买盘
10:32:51,45.66,89,买盘
10:32:54,45.67,60,买盘
10:32:57,45.67,118,卖盘
10:33:00,45.7,74,买盘
10:33:03,45.74,83,买盘
10:33:06,45.76,60,买盘
10:33:09,45.76,59,买盘
10:33:12,45.76,45,买盘
10:33:15,45.76,43,买盘
10:33:18,45.77,386,买盘
10:33:21,45.78,57,买盘
10:33:24,45.77,263,卖盘
10:33:27,45.77,47,买盘
10:33:30,45.77,38,买盘
10:33:33,45.77,184,买盘
10:33:36,45.77,73,卖盘
10:33:39,45.77,37,卖盘
10:33:42,45.78,27,买盘
10:33:45,45.78,30,卖盘
10:33:48,45.79,29,买盘
10:33:51,45.78,111,卖盘
10:33:54,45.8,67,买盘
10:33:57,45.8,84,买盘
10:34:00,45.79,33,卖盘
10:34:03,45.78,30,卖盘
10:34:06,45.79,79,买盘
10:34:09,45.79,20,买盘
10:34:12,45.78,146,卖盘
10:34:15,45.77,110,卖盘
10:34:18,45.76,49,卖盘
10:34:21,45.75,40,卖盘
10:34:24,45.75,34,买盘
10:34:27,45.74,24,卖盘
10:34:30,45.71,19,卖盘
10:34:33,45.69,20,卖盘
10:34:36,45.69,14,买盘
10:34:39,45.68,9,卖盘
10:34:42,45.69,18,买盘
10:34:45,45.69,43,买盘
10:34:48,45.68,18,卖盘
10:34:51,45.68,7,卖盘
10:34:54,45.69,27,买盘
10:34:57,45.7,34,卖盘
10:35:00,45.7,109,买盘
10:35:03,45.71,29,买盘
10:35:06,45.74,7,买盘
10:35:09,45.74,6,买盘
10:35:12,45.74,5,买盘
10:35:15,45.74,23,买盘
10:35:18,45.74,20,买盘
10:35:21,45.73,14,卖盘
10:35:24,45.73,56,卖盘
10:35:27,45.74,110,买盘
10:35:30,45.71,29,卖盘
10:35:33,45.73,27,买盘
10:35:36,45.72,28,卖盘
10:35:39,45.73,40,买盘
10:35:42,45.73,17,卖盘
10:35:45,45.75,24,买盘
10:35:48,45.77,115,买盘
10:35:51,45.75,67,卖盘
10:35:54,45.71,45,卖盘
10:35:57,45.78,9,买盘
10:36:00,45.79,21,买盘
10:36:03,45.8,8,买盘
10:36:06,45.8,13,买盘
10:36:09,45.8,58,买盘
10:36:12,45.8,5,卖盘
10:36:15,45.8,39,卖盘
10:36:18,45.8,32,买盘
10:36:21,45.8,16,买盘
10:36:24,45.8,6,买盘
10:36:27,45.81,42,买盘
10:36:30,45.8,10,卖盘
10:36:33,45.8,15,买盘
10:36:36,45.79,13,卖盘
10:36:39,45.78,17,卖盘
10:36:42,45.8,7,买盘
10:36:45,45.79,85,卖盘
10:36:48,45.79,44,买盘
10:36:51,45.79,39,买盘
10:36:54,45.78,36,卖盘
10:36:57,45.77,10,买盘
10:37:00,45.76,9,卖盘
10:37:03,45.76,9,买盘
10:37:06,45.75,23,卖盘
10:37:09,45.77,61,买盘
10:37:15,45.76,25,卖盘
10:37:18,45.76,12,买盘
10:37:21,45.76,12,买盘
10:37:24,45.75,31,卖盘
10:37:27,45.76,52,卖盘
10:37:30,45.76,70,卖盘
10:37:33,45.76,52,卖盘
10:37:36,45.76,34,卖盘
10:37:39,45.76,30,卖盘
10:37:42,45.77,26,买盘
10:37:45,45.75,48,卖盘
10:37:48,45.74,12,卖盘
10:37:54,45.75,35,买盘
10:37:57,45.73,11,卖盘
10:38:00,45.74,2,买盘
10:38:03,45.73,51,买盘
10:38:06,45.73,4,买盘
10:38:09,45.71,47,卖盘
10:38:12,45.72,95,买盘
10:38:15,45.76,123,买盘
10:38:18,45.72,223,卖盘
10:38:21,45.75,18,卖盘
10:38:24,45.78,16,买盘
10:38:27,45.77,15,卖盘
10:38:30,45.76,15,卖盘
10:38:33,45.76,30,卖盘
10:38:36,45.78,20,买盘
10:38:39,45.79,35,买盘
10:38:42,45.78,4,卖盘
10:38:45,45.78,6,买盘
10:38:51,45.78,35,买盘
10:38:54,45.75,37,卖盘
10:38:57,45.75,8,买盘
10:39:03,45.78,31,买盘
10:39:06,45.78,20,买盘
10:39:09,45.77,26,卖盘
10:39:12,45.77,10,买盘
10:39:15,45.77,15,卖盘
10:39:18,45.77,23,买盘
10:39:21,45.78,6,买盘
10:39:24,45.77,46,卖盘
10:39:27,45.79,33,买盘
10:39:30,45.79,74,买盘
10:39:33,45.79,32,买盘
10:39:36,45.8,27,买盘
10:39:39,45.79,6,卖盘
10:39:42,45.78,61,卖盘
10:39:45,45.75,44,卖盘
10:39:48,45.76,50,买盘
10:39:51,45.73,14,卖盘
10:39:54,45.78,2,买盘
10:39:57,45.78,5,买盘
10:40:00,45.78,20,买盘
10:40:03,45.77,337,卖盘
10:40:06,45.77,8,买盘
10:40:09,45.73,22,卖盘
10:40:12,45.77,47,买盘
10:40:15,45.76,14,卖盘
10:40:18,45.76,102,买盘
10:40:21,45.75,9,卖盘
10:40:24,45.74,21,卖盘
10:40:27,45.73,66,卖盘
10:40:30,45.73,45,买盘
10:40:33,45.75,29,买盘
10:40:36,45.77,24,买盘
10:40:39,45.76,23,卖盘
10:40:42,45.76,11,买盘
10:40:45,45.75,9,买盘
10:40:48,45.75,3,买盘
10:40:51,45.74,20,卖盘
10:40:54,45.73,35,卖盘
10:40:57,45.73,11,卖盘
10:41:00,45.74,6,买盘
10:41:03,45.74,22,买盘
10:41:06,45.74,25,卖盘
10:41:09,45.74,16,卖盘
10:41:12,45.75,4,买盘
10:41:15,45.76,12,买盘
10:41:18,45.75,38,卖盘
10:41:24,45.75,20,买盘
10:41:27,45.72,57,卖盘
10:41:30,45.72,34,卖盘
10:41:33,45.71,1,卖盘
10:41:36,45.71,32,卖盘
10:41:42,45.69,27,卖盘
10:41:45,45.68,303,卖盘
10:41:48,45.68,2,买盘
10:41:51,45.67,8,卖盘
10:41:54,45.67,33,买盘
10:41:57,45.66,11,买盘
10:42:00,45.65,30,卖盘
10:42:03,45.69,230,买盘
10:42:06,45.7,63,买盘
10:42:09,45.72,22,买盘
10:42:12,45.71,13,卖盘
10:42:15,45.75,10,买盘
10:42:18,45.71,67,卖盘
10:42:21,45.69,30,卖盘
10:42:24,45.74,3,买盘
10:42:27,45.74,2,买盘
10:42:30,45.73,186,卖盘
10:42:33,45.73,3,买盘
10:42:36,45.72,8,卖盘
10:42:42,45.69,71,卖盘
10:42:45,45.72,55,买盘
10:42:48,45.7,45,买盘
10:42:51,45.68,43,卖盘
10:42:54,45.7,13,卖盘
10:42:57,45.7,8,买盘
10:43:00,45.68,25,卖盘
10:43:03,45.7,3,买盘
10:43:06,45.68,73,卖盘
10:43:09,45.69,88,买盘
10:43:12,45.68,16,卖盘
10:43:15,45.68,13,卖盘
10:43:18,45.68,9,买盘
10:43:21,45.67,29,卖盘
10:43:27,45.69,31,买盘
10:43:30,45.68,45,卖盘
10:43:33,45.67,15,卖盘
10:43:36,45.67,25,卖盘
10:43:39,45.67,20,买盘
10:43:42,45.66,30,卖盘
10:43:45,45.67,106,买盘
10:43:48,45.66,181,卖盘
10:43:51,45.69,215,买盘
10:43:54,45.68,29,卖盘
10:43:57,45.69,74,买盘
10:44:00,45.7,17,买盘
10:44:03,45.72,40,买盘
10:44:06,45.73,33,买盘
10:44:09,45.74,19,买盘
10:44:12,45.76,171,买盘
10:44:15,45.76,11,买盘
10:44:18,45.76,27,买盘
10:44:21,45.74,121,卖盘
10:44:24,45.74,33,买盘
10:44:27,45.74,81,买盘
10:44:30,45.77,4,买盘
10:44:33,45.74,14,卖盘
10:44:36,45.78,15,买盘
10:44:39,45.77,18,买盘
10:44:42,45.78,46,买盘
10:44:45,45.77,61,卖盘
10:44:48,45.76,138,卖盘
10:44:51,45.76,79,买盘
10:44:54,45.77,29,买盘
10:44:57,45.78,33,买盘
10:45:00,45.8,281,买盘
10:45:03,45.84,59,买盘
10:45:06,45.85,110,买盘
10:45:09,45.85,33,买盘
10:45:12,45.86,54,买盘
10:45:15,45.86,40,买盘
10:45:18,45.87,33,买盘
10:45:21,45.88,65,买盘
10:45:24,45.88,44,买盘
10:45:27,45.89,88,买盘
10:45:30,45.9,54,买盘
10:45:33,45.9,19,买盘
10:45:36,45.9,14,买盘
10:45:39,45.89,24,卖盘
10:45:42,45.89,66,卖盘
10:45:45,45.89,44,卖盘
10:45:48,45.88,97,卖盘
10:45:51,45.9,149,买盘
10:45:54,45.86,34,卖盘
10:45:57,45.87,11,买盘
10:46:00,45.86,91,卖盘
10:46:03,45.86,37,卖盘
10:46:06,45.86,113,卖盘
10:46:09,45.86,35,卖盘
10:46:12,45.87,119,买盘
10:46:15,45.86,41,卖盘
10:46:18,45.87,3,卖盘
10:46:21,45.87,10,买盘
10:46:24,45.88,24,买盘
10:46:27,45.9,35,买盘
10:46:30,45.88,158,卖盘
10:46:33,45.91,6,买盘
10:46:36,45.91,13,买盘
10:46:39,45.91,117,买盘
10:46:42,45.92,36,买盘
10:46:45,45.93,41,买盘
10:46:48,45.93,1,买盘
10:46:51,45.94,61,买盘
10:46:54,45.94,17,买盘
10:46:57,45.94,17,买盘
10:47:00,45.94,26,买盘
10:47:03,45.96,39,买盘
10:47:06,45.97,19,买盘
10:47:09,45.96,12,卖盘
10:47:12,45.96,48,卖盘
10:47:15,45.93,301,卖盘
10:47:18,45.92,33,卖盘
10:47:21,45.92,38,卖盘
10:47:24,45.9,87,卖盘
10:47:27,45.9,43,买盘
10:47:30,45.89,22,卖盘
10:47:33,45.89,1,买盘
10:47:36,45.88,18,卖盘
10:47:39,45.88,18,卖盘
10:47:42,45.89,6,买盘
10:47:45,45.88,34,卖盘
10:47:48,45.88,9,买盘
10:47:51,45.88,5,买盘
10:47:54,45.86,23,卖盘
10:47:57,45.87,5,买盘
10:48:00,45.86,8,卖盘
10:48:03,45.87,49,买盘
10:48:06,45.86,41,买盘
10:48:09,45.86,38,买盘
10:48:12,45.85,52,卖盘
10:48:15,45.85,12,卖盘
10:48:21,45.82,1,卖盘
10:48:24,45.81,57,卖盘
10:48:27,45.8,17,卖盘
10:48:30,45.82,21,买盘
10:48:33,45.82,16,卖盘
10:48:36,45.85,53,买盘
10:48:39,45.82,35,卖盘
10:48:42,45.85,8,买盘
10:48:45,45.85,19,买盘
10:48:48,45.84,106,卖盘
10:48:51,45.85,48,买盘
10:48:54,45.88,60,买盘
10:48:57,45.86,5,卖盘
10:49:00,45.86,2,买盘
10:49:03,45.88,26,买盘
10:49:06,45.87,56,卖盘
10:49:09,45.88,19,买盘
10:49:12,45.88,2,卖盘
10:49:15,45.88,8,卖盘
10:49:18,45.88,17,卖盘
10:49:21,45.88,3,买盘
10:49:24,45.88,17,卖盘
10:49:27,45.88,18,卖盘
10:49:30,45.88,19,卖盘
10:49:33,45.88,14,卖盘
10:49:36,45.89,27,买盘
10:49:39,45.89,78,买盘
10:49:42,45.89,9,卖盘
10:49:45,45.89,9,买盘
10:49:48,45.88,206,卖盘
10:49:51,45.89,96,买盘
10:49:54,45.89,36,买盘
10:49:57,45.89,54,买盘
10:50:00,45.9,39,买盘
10:50:03,45.9,41,卖盘
10:50:06,45.92,163,买盘
10:50:09,45.9,43,卖盘
10:50:12,45.91,50,买盘
10:50:15,45.93,70,买盘
10:50:18,45.93,50,买盘
10:50:21,45.92,29,卖盘
10:50:24,45.92,22,卖盘
10:50:27,45.92,6,买盘
10:50:30,45.89,66,卖盘
10:50:33,45.9,29,买盘
10:50:36,45.89,17,卖盘
10:50:39,45.9,10,买盘
10:50:42,45.9,24,买盘
10:50:45,45.9,70,卖盘
10:50:48,45.9,37,买盘
10:50:51,45.91,40,买盘
10:50:54,45.9,2,卖盘
10:50:57,45.89,29,卖盘
10:51:00,45.88,78,卖盘
10:51:03,45.9,132,买盘
10:51:06,45.89,47,卖盘
10:51:09,45.88,94,卖盘
10:51:12,45.83,199,卖盘
10:51:15,45.85,21,买盘
10:51:18,45.82,1,卖盘
10:51:21,45.81,30,卖盘
10:51:24,45.81,3,卖盘
10:51:27,45.8,27,卖盘
10:51:30,45.8,11,卖盘
10:51:33,45.79,38,卖盘
10:51:36,45.79,2,买盘
10:51:39,45.79,29,买盘
10:51:42,45.78,43,卖盘
10:51:45,45.79,45,买盘
10:51:48,45.77,20,卖盘
10:51:51,45.74,24,卖盘
10:51:54,45.74,8,卖盘
10:51:57,45.74,8,买盘
10:52:00,45.73,46,卖盘
10:52:03,45.73,256,买盘
